# Сценарий 10: Экстремальный холод на стоянке (-50°C)
# Ожидание: cabin_temp должна повышаться с -40°C (начальная) до уставки 22°C.
# При запуске пака trim_valve_cmd должен открываться, чтобы подогревать смесь.
# ПОС может включиться, если t_after_turbine опустится ниже 2°C.
# sim_duration=500 — нужно достаточно времени для выхода на режим.

0.0,sim_duration,1000

0.0,pwr_28v,1
0.0,pwr_115v,1
0.0,apu_avail,1
0.0,engine_running,0
0.0,eng_bleed_pressure,2.8
0.0,eng_bleed_temp,180.0
0.0,ram_air_temp,-50.0
0.0,ram_air_pressure,1.013
0.0,pack_switch,0
0.0,cabin_temp_setpoint,22.0
0.0,cabin_temp_initial,-40.0
0.0,cabin_press_setpoint,1.0

# Включаем пак для прогрева салона перед вылетом
17.0,pack_switch,1

# Через 100 секунд запускаем двигатели (ВСУ отключается)
117.0,engine_running,1
123.0,apu_avail,0

# Контроль: при -50°C снаружи время выхода на уставку >>10 мин (большая тепловая масса).
# При 0.15 кг/с отбора и trim_valve=0.7 равновесная температура кабины ≈20°C,
# постоянная времени τ≈650 с → к t=980 с ожидается ~17°C (65% пути к уставке).
400.0,cabin_temp_setpoint,20.0

# Запуск двигателей (горячий отбор) — переход на двигательный источник
667.0,eng_bleed_pressure,3.0
667.0,eng_bleed_temp,200.0

# Проверяем стабилизацию ещё 200 секунд после начала прогрева
# Ожидаемое: к 400 с температура должна выйти на уставку 20°C

# Завершение (990 с — даём времени для выхода на уставку)
990.0,pack_switch,0
